drug_name,num_prescriber,total_cost
SECONAL SODIUM,11,218391
CARTEOLOL HCL,509,213578
APRACLONIDINE HCL,95,213098
NALFON,26,212976
INCONTROL PEN NEEDLE,403,212922
NITRO-BID,228,212283
AMCINONIDE,31,212069
FLOMAX,57,211179
IXEMPRA,4,210802
CATAPRES,69,210501
BLEPHAMIDE,69,209247
DOVONEX,14,209185
AVINZA,28,208750
XENICAL,31,208246
ADCETRIS,1,208202
BLINCYTO,1,206824
HUMIRA PEN CROHN'S-UC-HS,2,205783
ZESTORETIC,76,205546
TINIDAZOLE,64,205334
MIMVEY LO,140,203658
FLUCYTOSINE,1,203298
ALPRAZOLAM ODT,114,203232
AVANDIA,39,203119
NORPACE CR,33,202559
PERTZYE,10,202239
NEXIUM I.V.,20,202050
CORGARD,87,201558
TRIFLURIDINE,103,200760
ACTOPLUS MET,32,200475
M-M-R II VACCINE,55,200354
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870
DILANTIN-125,112,197282
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645
DITROPAN XL,64,195980
MAPROTILINE HCL,195,195152
DOXY 100,36,194751
SPRINTEC,1068,194256
CARBAGLU,1,194234
ALPRAZOLAM XR,401,193701
LORTAB,32,192771
ACUVAIL,26,192670
DORIBAX,9,191245
ZONALON,16,190267
PRINIVIL,184,189584
ARZERRA,1,189011
SOLODYN,15,188790
MENOSTAR,80,188237
CLARINEX-D 12 HOUR,59,188129
XARTEMIS XR,42,187855
CARNITOR,42,187643
EPIVIR HBV,39,185385
EASY COMFORT INSULIN SYRINGE,216,185263
BIMATOPROST,37,183264
TRANEXAMIC ACID,55,182045
ZOFRAN ODT,7,181704
FML S.O.P.,88,181326
PRUDOXIN,33,181238
GLUCOTROL XL,180,180251
EASY-TOUCH INSULIN SYRINGE,502,178230
PREDNISOLONE,644,178076
CHLOROTHIAZIDE,392,177573
GABLOFEN,7,176973
METHYLPREDNISOLONE SOD SUCC,183,176791
TRI-SPRINTEC,1039,176581
CHORIONIC GONADOTROPIN,12,175785
ASTAGRAF XL,15,175164
KENALOG,17,172606
LEVOFLOXACIN-D5W,215,172169
ELIGARD,15,170839
CARBOPLATIN,112,169826
COMPRO,109,167058
FORTESTA,27,166961
TESTOSTERONE ENANTHATE,130,165779
FIORINAL,39,165641
PREMPHASE,98,164938
MARPLAN,25,164470
AZELEX,31,163692
GANCICLOVIR SODIUM,11,162901
ULTRAM ER,41,162830
STARLIX,55,162166
ZARONTIN,50,161168
NIACOR,476,160943
GRISEOFULVIN,49,160713
ALOCRIL,54,160381
SOOLANTRA,34,160315
PROZAC WEEKLY,57,159923
PROMETRIUM,94,159570
LOPREEZA,94,158832
ACTIGALL,20,158461
PEGASYS PROCLICK,3,158022
PRANDIMET,22,157180
CLOCORTOLONE PIVALATE,15,156176
AMBISOME,10,155655
DOXYCYCLINE IR-DR,18,154147
PROCTOFOAM-HC,73,154116
VIDAZA,2,153737
GLEOSTINE,37,153649
SEVELAMER CARBONATE,27,153595
QUDEXY XR,14,152881
PEGINTRON REDIPEN,4,152763
TOBREX,70,152275
RIMANTADINE HCL,35,152247
ACTIVELLA,58,151751
NEOMYCIN-POLYMYXIN B,117,150879
PROPRANOLOL-HYDROCHLOROTHIAZID,297,150347
RHINOCORT AQUA,69,150311
CARDURA,97,149613
JUNEL FE,567,149325
ARTHROTEC 50,41,149254
VELETRI,2,148546
TYZEKA,13,148361
ALORA,140,148200
CYCLOPENTOLATE HCL,278,147819
STROMECTOL,160,146773
GENTAK,298,144923
XANAX XR,28,144620
FOSAMAX,93,144070
NORTREL,540,143656
PEGANONE,31,143396
CATAPRES-TTS 1,48,143167
CASODEX,21,142768
DEFEROXAMINE MESYLATE,24,141756
CONZIP,25,141600
RYTHMOL,24,140993
DYAZIDE,202,140705
SF 5000 PLUS,1015,139981
LITHIUM,241,139166
CRYSELLE,497,137506
AZASAN,31,137352
UROCIT-K,41,137150
ELIXOPHYLLIN,55,137001
ISONIAZID,918,136720
DEPO-PROVERA,19,136625
XIAFLEX,2,135835
TOFRANIL-PM,9,135645
DIAMOX SEQUELS,22,135560
MECLOFENAMATE SODIUM,24,134733
SEMPREX-D,39,134345
TOFRANIL,10,134279
AZACTAM,14,133178
PACLITAXEL,69,132824
FAMVIR,10,132608
PREVNAR 13,31,132561
NECON,478,131650
SOLU-MEDROL,246,131475
LITE TOUCH,229,131337
ERGOLOID MESYLATES,18,131237
PANRETIN,2,130994
ESOMEPRAZOLE STRONTIUM,55,130970
SIGNIFOR LAR,1,129889
FEMHRT,86,129851
SULFACETAMIDE-PREDNISOLONE,170,128829
TREXALL,50,128822
ACZONE,26,128261
CLARAVIS,24,128080
OCELLA,200,127641
BENZONATATE,263,126836
NORITATE,7,124022
OXSORALEN-ULTRA,2,123876
YF-VAX,32,123702
METHENAMINE MANDELATE,107,123633
STALEVO 75,16,122117
LO LOESTRIN FE,90,121666
K-SOL,49,120864
GILDESS FE,490,120367
TRANXENE T-TAB,19,119248
MAGELLAN INSULIN SAFETY SYRNG,82,118628
EASY TOUCH ALCOHOL PREP PADS,834,118366
VFEND,3,117689
MICROGESTIN FE,453,117449
E.E.S. 400,23,116713
STRIVERDI RESPIMAT,48,115904
DALVANCE,3,114031
URSO FORTE,21,113919
ESTRADIOL VALERATE,43,112654
TREZIX,22,112382
CARDIZEM,11,112316
LIORESAL INTRATHECAL,6,111950
DIFLUCAN,9,111820
GLUCOVANCE,64,111688
WELLBUTRIN,38,110469
AMPHOTERICIN B,28,110219
SONATA,28,110003
DOXIL,3,109868
TOLMETIN SODIUM,51,109527
MILRINONE IN 5% DEXTROSE,11,109413
MACRODANTIN,26,108565
BICILLIN C-R,13,108413
FENOPROFEN CALCIUM,42,108355
GAMASTAN S-D,12,108259
PEPCID,19,107498
MIRVASO,25,107172
AMERGE,12,106465
AVYCAZ,3,106112
XYZAL,75,105530
DYSPORT,4,105381
ENJUVIA,88,105227
GASTROCROM,4,104411
EMCYT,6,103214
SURE COMFORT ALCOHOL,496,102969
TYLENOL-CODEINE NO.4,34,102949
MINASTRIN 24 FE,70,102757
GALANTAMINE HYDROBROMIDE,31,102393
CORTEF,84,102334
CETIRIZINE HCL,330,102070
DOXORUBICIN HCL LIPOSOME,2,101110
INSPRA,32,100371
CYANOCOBALAMIN INJECTION,325,99197
NARDIL,46,97731
PAREGORIC,26,97600
BACTROBAN NASAL,40,97292
APRI,398,97236
CLINIMIX E,13,97215
HALAVEN,2,97188
VEXOL,50,96960
GOLYTELY,226,96897
RECTIV,14,96835
TETANUS DIPHTHERIA TOXOIDS,128,96715
HEXALEN,5,96536
TABLOID,10,95873
ZIAC,44,95507
ACCOLATE,38,94470
LACTATED RINGERS,113,94383
VEREGEN,3,94315
TRINESSA,488,93562
STALEVO 50,11,93252
PFIZERPEN,34,93211
CLEMASTINE FUMARATE,200,92990
CYCLAFEM,338,91616
METADATE CD,22,90956
AKYNZEO,10,90831
PROTONIX IV,62,89847
TIMOPTIC-XE,35,89113
ARISTADA,3,88677
TOPICORT,14,88596
PENICILLIN G SODIUM,6,88036
CARBINOXAMINE MALEATE,126,87728
FENOGLIDE,13,87188
LOW-OGESTREL,330,86153
GIANVI,132,85933
ALDACTONE,66,85516
ERAXIS (WATER DILUENT),5,85326
COARTEM,13,85064
PENICILLIN G POTASSIUM,7,84969
TRETINOIN MICROSPHERE,17,84307
TRI-PREVIFEM,422,83744
METHYLPREDNISOLONE ACETATE,178,83511
LESCOL,42,83352
METHYCLOTHIAZIDE,136,82603
VANCOMYCIN,90,82303
DEPO-ESTRADIOL,63,82159
DENTA 5000 PLUS,639,81791
MYCOBUTIN,8,81325
NORPRAMIN,25,81277
SIRTURO,1,80555
VICTRELIS,1,80014
AUVI-Q,12,79568
XOPENEX,16,79515
NORETHINDRONE,343,78987
JUNEL,282,78657
RESCRIPTOR,17,78309
TESTOPEL,6,77779
VAQTA,35,77596
LYSODREN,9,77513
CORTISONE ACETATE,51,77055
DOBUTAMINE HCL IN DEXTROSE,25,76769
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76651
TIAZAC,63,76400
CLINIMIX,10,76163
BCG (TICE STRAIN),10,75693
EVAMIST,40,75666
ZENZEDI,13,75516
METADATE ER,54,75474
INSUPEN,201,75262
LORYNA,115,75220
MAGELLAN INSULIN SYRINGE,58,74760
ZOMIG ZMT,7,74665
MIDAZOLAM HCL,133,73417
IRESSA,1,73263
ELESTRIN,25,72965
CLOBETASOL EMULSION,9,72548
KLOR-CON M15,133,72316
PRIMLEV,4,72308
CORTISPORIN,26,72243
TWYNSTA,31,72050
AEROSPAN,21,71991
CAFERGOT,13,71600
MATULANE,3,71305
URSO,17,71167
METROGEL,11,71069
ULTRESA,2,69799
ERYTHROCIN LACTOBIONATE,3,69795
BUTISOL SODIUM,24,69253
VANISHPOINT,41,68858
ACETIC ACID-ALUMINUM,54,68325
PRALUENT PEN,4,68067
MYOBLOC,4,67146
VIBRAMYCIN,30,67038
BLEPHAMIDE S.O.P.,36,66710
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65714
ARNUITY ELLIPTA,21,65325
ALCOHOL SWABS,1187,65133
TRUSOPT,53,65132
DUETACT,11,64787
AGRYLIN,7,64727
EPINEPHRINE,25,63749
QUILLIVANT XR,12,63469
VERELAN,19,62947
HALDOL DECANOATE 100,17,62671
CIPRO HC,18,62573
LOMOTIL,24,62217
PRAMOSONE,20,62187
SOLU-CORTEF,62,62030
TOBI,1,61770
NADOLOL-BENDROFLUMETHIAZIDE,43,60982
INDOCIN,8,60906
ALTABAX,14,60815
AMNESTEEM,17,60812
DEXTROSE 5%-0.9% NACL,129,60418
VUSION,7,60314
ADALAT CC,66,60247
MENACTRA,19,59781
BIAXIN,11,59699
DETROL,21,59588
DEMADEX,29,59491
CEFTIN,6,59184
FOSCAVIR,1,59130
MAXZIDE,45,58938
VERELAN PM,22,58714
VARIVAX VACCINE,9,58544
BACTROBAN,17,58500
AVIANE,272,58339
VASERETIC,12,58327
SAFETYGLIDE INSULIN SYRINGE,78,58123
ZARAH,87,57542
TIMOPTIC,27,57233
DERMACINRX SILAPAK,1,57005
DASETTA,221,56596
DEPACON,1,55314
LINDANE,23,55309
ADVOCATE SYRINGES,67,55209
PREPLUS,267,55046
MONONESSA,276,54688
GILDESS,196,54685
CRESEMBA,1,54549
ORSYTHIA,247,53848
PEGINTRON,2,53799
MEFLOQUINE HCL,57,53717
TYBOST,19,53139
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52521
TRI-LINYAH,291,52135
LUZU,3,51944
MILLIPRED,19,51737
ERTACZO,6,51524
OLEPTRO ER,32,51429
SOLTAMOX,6,51224
MENTAX,21,51040
TIGAN,18,50921
TROPICAMIDE,86,50688
DUTOPROL,28,50479
SYNERCID,2,50457
ETIDRONATE DISODIUM,13,50348
SALICYLIC ACID,20,50212
MICROGESTIN,190,49896
LEVORA-28,204,49769
PROPANTHELINE BROMIDE,61,49538
VESTURA,78,49405
ZITHROMAX,8,49066
PHENOBARBITAL SODIUM,4,48870
SYEDA,80,47796
HALCION,23,47236
CARDURA XL,35,46938
PREDNICARBATE,30,46706
TRIGLIDE,16,46302
VANTAS,1,45810
GLUCOTROL,35,45247
PREFEST,33,45030
IOPIDINE,10,44959
SINEMET 25-250,20,44505
ULTRA-THIN II,84,44485
TENIVAC,44,44241
DAYPRO,13,44063
AZURETTE,115,43608
DUTASTERIDE-TAMSULOSIN,10,43596
ALDACTAZIDE,42,43487
DEPO-MEDROL,122,43410
CIPRO,16,43070
CYCLOSERINE,3,42867
TENORETIC 50,17,42858
APEXICON E,5,42786
PHENYLEPHRINE HCL,50,42599
DROXIA,69,42482
LOTENSIN,45,42174
KARIVA,102,42032
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41942
PYRAZINAMIDE,24,41841
RECLIPSEN,179,41746
MALATHION,10,41409
METAPROTERENOL SULFATE,49,41102
EXELDERM,11,40912
ZOMETA,3,40728
ADVOCATE PEN NEEDLES,54,40541
ROBAXIN-750,11,40487
PHENOXYBENZAMINE HCL,1,40347
DIANEAL WITH 1.5% DEXTROSE,2,40340
SYNERA,4,39956
NORA-BE,153,39238
CAMILA,162,39158
ROWASA,2,39115
MENOMUNE-A-C-Y-W-135,11,39067
POTASSIUM CHL-NORMAL SALINE,21,38587
AMIFOSTINE,1,38140
MAXZIDE-25 MG,63,38119
BICNU,1,37983
HEALTHY ACCENTS UNIFINE PENTIP,89,37948
PREVIFEM,207,37774
ENPRESSE,150,37754
SODIUM CITRATE & CITRIC ACID,57,37741
K-PHOS ORIGINAL,86,37569
ASMANEX HFA,10,37568
DILATRATE-SR,18,37488
MAGNESIUM SULFATE,88,37392
MONO-LINYAH,208,37312
VOL-PLUS,147,36601
MEDROL,50,36536
NEOSPORIN G.U. IRRIGANT,15,36508
ONMEL,2,36456
PREVIDENT 5000,166,36426
LEVAQUIN,7,36362
BELLADONNA-OPIUM,4,36177
NORPACE,9,35415
OGESTREL,72,35393
MINOCIN,3,35311
ANGELIQ,23,35231
AZULFIDINE,19,35035
ZYLOPRIM,25,35010
VIORELE,94,34724
ESGIC,15,34688
CHLORPROPAMIDE,35,34322
SF,270,34266
FML,17,34152
1ST TIER UNIFINE PENTIPS,88,34148
CHLOROQUINE PHOSPHATE,45,34098
LUTERA,168,33741
CALCIUM GLUCONATE,13,33695
MEFENAMIC ACID,4,33266
LEUPROLIDE ACETATE,3,33264
COLAZAL,4,33186
ZENATANE,6,33107
LIDOCAINE-HYDROCORTISONE,10,32885
PORTIA,129,32872
AVELOX,7,32661
LOFIBRA,18,32607
QUINIDINE SULFATE,139,32593
CIPROFLOXACIN-D5W,39,32591
NP THYROID,124,32540
XODOL 10-300,4,32526
RAZADYNE ER,8,32276
ALBUMIN (HUMAN),1,32254
PROCHLORPERAZINE EDISYLATE,7,32215
FLAREX,29,32214
SECTRAL,12,32158
LEVALBUTEROL CONCENTRATE,9,31767
LIVIXIL PAK,1,31431
TRIVORA-28,128,31282
ERY,31,30408
PREVIDENT 5000 SENSITIVE,150,30255
RELION PEN NEEDLES,108,29897
CHEMET,1,29808
TRANDOLAPRIL-VERAPAMIL ER,17,29626
ALYACEN,108,29579
COLESTID,13,29196
DESFERAL MESYLATE,3,29115
NORGESTIMATE-ETHINYL ESTRADIOL,156,28738
RHEUMATREX,7,28731
CANTIL,10,28515
ALOMIDE,12,28474
BALZIVA,86,28210
METHADONE INTENSOL,41,27963
AK-POLY-BAC,73,27492
CORDARONE,13,27353
TYLENOL-CODEINE NO.3,24,27305
SALAGEN,11,27122
PREVIDENT 5000 PLUS,118,27062
NATACYN,7,26932
MINOCYCLINE HCL ER,6,26917
KELNOR 1-35,94,26916
PAPAVERINE HCL,30,26593
JOLIVETTE,115,26460
EASY TOUCH INSULIN SAFETY,30,26056
ZERIT,5,25950
PLETAL,19,25926
AMETHYST,46,25855
DESONATE,4,25747
ASSURE ID INSULIN SAFETY,40,25541
HIPREX,13,25528
PODOFILOX,22,25403
FLUMAZENIL,30,25371
VITEKTA,2,25183
CYTOTEC,4,25180
LEVONORGESTREL-ETH ESTRADIOL,123,25142
ENGERIX-B ADULT,21,24867
FOCALIN,15,24831
TAZICEF,13,24826
BEYAZ,15,24808
ELINEST,97,24725
CESAMET,1,24624
CEFEPIME-DEXTROSE,15,24608
EASY TOUCH INSULIN SYRINGE,81,24597
DOBUTAMINE HCL,13,24518
SODIUM SULFACETAMIDE-SULFUR,9,24281
REGLAN,9,24087
FALMINA,118,23970
ALBUTEIN,4,23922
BENTYL,18,23874
ERRIN,118,23753
VALPROATE SODIUM,4,23726
CLODERM,4,23475
ZOVIA 1-35E,84,23203
GRASTEK,6,23190
AVEED,2,22992
YASMIN 28,19,22837
TAPAZOLE,20,22814
RECLAST,1,22585
DIFFERIN,7,22576
YAZ,18,22442
CAPECITABINE,1,22417
VISTARIL,6,22156
TRI-LEGEST FE,36,21873
ERYGEL,5,21757
HYDREA,21,21605
QUALAQUIN,7,21586
DANTRIUM,11,21538
X-VIATE,32,21495
STRIANT,4,21446
CIPROFLOXACIN ER,10,21401
PRIMAXIN,8,21313
PRED-G,6,21306
LARIN FE,89,21049
DROSPIRENONE-ETHINYL ESTRADIOL,31,20988
LOPRESSOR,6,20926
K EFFERVESCENT,59,20838
LOCOID,2,20831
GENERESS FE,15,20678
LOCOID LIPOCREAM,2,20570
COLYTE WITH FLAVOR PACKS,26,20568
ACULAR,6,20431
NULYTELY WITH FLAVOR PACKS,18,20406
PROCTO-PAK,41,20349
TOLBUTAMIDE,24,20078
FLUCONAZOLE-NACL,28,20010
DEXTROSE 5%-0.45% NACL-KCL,38,19688
ELESTAT,7,19673
EPANED,4,19611
DEXTROSE IN LACTATED RINGERS,20,19492
ZENCHENT,57,19383
EPIDUO,6,19356
DELESTROGEN,4,19281
DENTAGEL,151,19151
MENVEO A-C-Y-W-135-DIP,6,19104
NAFCILLIN,2,19020
AMINOSYN II,13,18746
DIABETA,9,18667
RETIN-A MICRO PUMP,2,18618
NATAZIA,12,18577
PAMIDRONATE DISODIUM,21,18545
DORYX,2,18470
DEXPAK,7,18465
URIN D.S.,62,18447
VANDAZOLE,17,18409
AMICAR,1,18195
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129
STREPTOMYCIN SULFATE,6,18043
TILIA FE,34,18031
BENZACLIN,3,17843
SARAFEM,4,17828
HEATHER,75,17504
CYSTAGON,5,17443
PIMTREA,45,17399
PONSTEL,1,17244
VICOPROFEN,5,17235
PAROMOMYCIN SULFATE,3,17027
ATROVENT,10,17013
ACANYA,3,16971
GIAZO,3,16906
SUCLEAR,13,16804
OMECLAMOX-PAK,1,16728
METHADOSE,23,16696
MINITRAN,10,16661
ALCOHOL SWAB,242,16648
KHEDEZLA,2,16636
NOVOFINE PLUS,22,16580
NAFTIFINE HCL,5,16461
CEREBYX,1,16442
METOZOLV ODT,1,16408
ACULAR LS,7,16351
XODOL 7.5-300,1,16339
PRENATAL VITAMIN PLUS LOW IRON,105,16328
ALMOTRIPTAN MALATE,3,16288
RENAL CAPS,34,16279
SKLICE,2,16188
KLOR-CON-EF,41,16133
DESOGESTREL-ETHINYL ESTRADIOL,78,16109
PRIMSOL,4,16108
MUSTARGEN,2,16024
NEOMYCIN-BACITRACIN-POLY-HC,24,15821
SFROWASA,1,15798
HEPATAMINE,2,15782
SPRIX,1,15572
VOLTAREN-XR,4,15559
PAROEX,94,15544
ATRALIN,3,15529
SULFATRIM,16,15518
ZIANA,2,15503
METIPRANOLOL,28,15360
ALPRAZOLAM INTENSOL,8,15264
VELIVET,51,15195
SINEMET 10-100,9,15174
RETIN-A MICRO,3,15144
FELDENE,5,15116
MYORISAN,4,14913
MYZILRA,59,14837
MEROPENEM-0.9% NACL,5,14565
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14523
SODIUM PHOSPHATE,5,14453
EXTINA,2,14411
COLOCORT,10,14386
VINORELBINE TARTRATE,6,14379
LEVONEST,62,14274
ZENCHENT FE,17,14246
EMOQUETTE,63,14161
ZOVIA 1-50E,46,14120
FURADANTIN,1,14098
SURE-PREP ALCOHOL PREP PADS,32,14091
PERIOGARD,102,14024
PEG-3350 WITH FLAVOR PACKS,38,14015
PENICILLIN GK-ISO-OSM DEXTROSE,2,13670
VANCOMYCIN-D5W,29,13610
SODIUM ACETATE,8,12981
TEKAMLO,5,12847
HECORIA,4,12797
SRONYX,59,12720
CALCITRENE,1,12615
CALAN,4,12534
MARLISSA,57,12503
LINEZOLID-0.9% NACL,4,12493
PROVERA,22,12285
CLORPRES,10,12247
ANAPROX DS,2,12235
TOLAZAMIDE,11,11997
RAZADYNE,4,11911
MERREM,2,11783
ALTAVERA,53,11748
PHENYTOIN SODIUM,4,11621
NIKKI,19,11602
SURE-JECT INSULIN SYRINGE,29,11584
ZEBUTAL,7,11499
CORTISPORIN-TC,6,11448
PENLAC,3,11415
XERESE,1,11302
QUASENSE,9,11274
OMNIPRED,5,11051
POTASSIUM PHOSPHATE,6,11041
HALDOL DECANOATE 50,6,11014
EPIPEN JR 2-PAK,2,10840
VIROPTIC,1,10791
DEXAMETHASONE INTENSOL,7,10670
K-PHOS NEUTRAL,19,10560
GRIS-PEG,3,10482
TRIANEX,1,10418
BETAMETHASONE ACETATE-SOD PHOS,11,10409
NEUT,3,10360
CLINDAMYCIN PALMITATE HCL,4,10350
SHAROBEL,50,10288
CEFTIBUTEN,3,10270
XOPENEX CONCENTRATE,2,10242
RENO CAPS,37,10223
NORETHINDRON-ETHINYL ESTRADIOL,38,10215
POLYCIN,35,10046
TRELSTAR DEPOT,1,9954
URIBEL,4,9809
MAVIK,11,9737
CISPLATIN,14,9646
DERMASORB TA,1,9576
CRINONE,5,9572
LOMEDIA 24 FE,11,9416
OLUX-E,1,9411
CARISOPRODOL-ASPIRIN-CODEINE,3,9405
LEVULAN,2,9394
ALDARA,1,9328
VFEND IV,4,9299
PROCARDIA,3,9243
MINI ULTRA-THIN II,24,9223
GENTAMICIN SULFATE IN NS,28,9115
ISOPTO CARPINE,8,9090
ENSKYCE,59,9088
NABI-HB,1,9060
METHYLPHENIDATE SR,10,9057
MAXIDEX,7,8939
UNASYN,6,8842
CARISOPRODOL COMPOUND-CODEINE,3,8775
EPROSARTAN MESYLATE,8,8640
RIFAMATE,1,8599
PREVIDENT 5000 ENAMEL PROTECT,37,8427
HYDROMET,14,8393
POTASSIUM ACETATE,7,8366
ELOCON,6,8344
RIFADIN,1,8254
LOPROX,1,8213
INFUMORPH,1,8167
LEVETIRACETAM-NACL,2,8091
PENTAM 300,5,8030
PHENTOLAMINE MESYLATE,2,8010
ALCOHOL PREP SWABS,78,7967
IXIARO,2,7957
MACROBID,2,7946
LOMUSTINE,7,7895
CEFAZOLIN,7,7887
OXACILLIN,2,7871
STIMATE,1,7830
SE-NATAL 19,26,7818
LACLOTION,23,7728
GAVILYTE-H AND BISACODYL,9,7535
CORZIDE,4,7520
ARANELLE,21,7450
QUESTRAN,4,7408
CYCLOGYL,6,7382
UREA,4,7271
ALCOHOL WIPES,44,7254
DOXORUBICIN HCL,6,7202
SULFAMYLON,5,7183
ORTHO TRI-CYCLEN,14,7104
CLEOCIN PHOSPHATE,5,7048
FLAGYL,1,7011
LOPID,3,6985
ZITHRANOL,1,6951
WYMZYA FE,9,6897
VIBATIV,1,6884
MICROZIDE,14,6864
ZEBETA,3,6814
EFFER-K,31,6795
METROCREAM,1,6673
GLYNASE,4,6610
IBUDONE,5,6609
UROGESIC-BLUE,4,6524
TENORETIC 100,5,6518
REA LO 40,4,6497
SELECT-OB + DHA,3,6474
LESSINA,32,6473
RABAVERT,1,6444
FLONASE,5,6438
SILVADENE,9,6389
COLY-MYCIN S,10,6387
FOSCARNET SODIUM,2,6364
MYAMBUTOL,8,6363
PROMETHAZINE-CODEINE,40,6353
GILDAGIA,19,6325
CEFAZOLIN SODIUM-DEXTROSE,13,6296
FLUDARABINE PHOSPHATE,1,6271
POTASSIUM CITRATE-CITRIC ACID,5,6200
VITAFOL-OB+DHA,5,6155
NORETHIN-ETH ESTRA FERROUS FUM,22,6134
SYNALGOS-DC,4,6027
RAGWITEK,2,6019
PERSANTINE,4,6009
DOLOPHINE HCL,3,5968
AVELOX IV,4,5885
IPOL,9,5874
AMINO ACIDS,6,5676
PRECOSE,4,5658
MAGNESIUM SULFATE-D5W,3,5638
NITROMIST,1,5616
AMOX TR-POTASSIUM CLAVULANATE,20,5536
DEBLITANE,25,5517
OMNIPOD,1,5512
SYNJARDY,1,5486
AUTOSHIELD PEN NEEDLE,8,5452
XYLOCAINE-MPF,23,5361
COLYTE WITH FLAVOR PACKETS,14,5324
CLINDAMYCIN PHOSPHATE-D5W,6,5321
PREGNYL,2,5289
SODIUM SULFACETAMIDE,5,5280
LOTRISONE,3,5162
LOESTRIN FE,4,5105
CITRANATAL 90 DHA,4,4945
DEXTROSE 5%-1/2NS-KCL,6,4938
PCE,1,4927
ZITHROMAX TRI-PAK,1,4914
EC-NAPROSYN,3,4865
VITAFOL-ONE,3,4840
FLEXBUMIN,1,4809
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780
MEGACE,3,4765
REPREXAIN,1,4762
IMOVAX RABIES VACCINE,1,4750
PIRMELLA,39,4697
PRENATE DHA,3,4673
MIRCETTE,3,4651
QNASL CHILDREN,1,4620
NEO-SYNALAR,1,4617
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4593
PROPARACAINE HCL,5,4590
KURVELO,37,4562
ADRUCIL,5,4497
HYDROCODONE-CHLORPHENIRAMNE ER,3,4425
CONDYLOX,1,4411
MITOXANTRONE HCL,1,4397
BROMFED DM,1,4386
LUVOX CR,1,4352
ORTHO MICRONOR,8,4338
ORTHO-NOVUM,7,4230
PNV-DHA,7,4215
K-PHOS NO.2,5,4207
POTASSIUM BICARBONATE,27,4203
BRIELLYN,12,4149
CAZIANT,14,4147
TETANUS TOXOID ADSORBED,5,4096
DEXTROSE 5%-0.2% NACL,4,4071
NAPROSYN,2,4059
KETEK,1,4024
ACCURETIC,4,3962
BETAGAN,5,3954
ROBINUL FORTE,1,3905
PHILITH,12,3885
AMTURNIDE,2,3880
ALPROSTADIL,1,3874
CYTRA-K,2,3754
DESOGESTR-ETH ESTRAD ETH ESTRA,8,3743
ROSADAN,2,3719
UMECTA,1,3701
CARNITOR SF,2,3660
NIZORAL,5,3639
SURE-FINE PEN NEEDLES,8,3590
USTELL,2,3580
DIASTAT,1,3564
WERA,13,3538
PRIMAQUINE,3,3514
CLEOCIN,1,3503
WEBCOL,50,3501
URELLE,1,3445
INFANRIX DTAP,6,3431
MAXIPIME,6,3420
ROCEPHIN,3,3417
VIRT-PN DHA,5,3398
RELENZA,3,3386
MARGESIC,3,3369
LEENA,11,3366
ETOPOSIDE,5,3332
TERAZOL 7,4,3326
DEXTROSE 5%-NS-KCL,4,3253
PRODIGY INSULIN SYRINGE,12,3222
PRIFTIN,4,3197
DESVENLAFAXINE FUMARATE ER,2,3190
CAPACET,7,3132
PRENATE MINI,2,3124
ACYCLOVIR SODIUM,3,3068
JENCYCLA,25,3068
KABIVEN,1,3030
SODIUM THIOSULFATE,1,2955
QUESTRAN LIGHT,1,2952
1ST TIER UNIFINE PENTIPS PLUS,9,2901
ZMAX,1,2900
TRICITRATES,5,2884
XYLON 10,1,2863
ALKERAN,1,2841
ULTILET INSULIN SYRINGE,12,2818
UTIRA-C,1,2737
DIPROLENE,1,2702
PARAFON FORTE DSC,1,2695
TPN ELECTROLYTES,2,2675
VIDEX,1,2634
EMLA,2,2587
LARIN,10,2578
NOVAREL,1,2572
ACETASOL HC,2,2562
FLUVASTATIN ER,1,2556
CEFIXIME,1,2554
PROMETHAZINE-DM,27,2500
SE-TAN DHA,3,2462
ORACIT,7,2446
ANTIPYRINE-BENZOCAINE,11,2440
KLOR-CON SPRINKLE,5,2417
VITAMEDMD ONE RX,2,2417
PREDNISONE INTENSOL,1,2343
CENTANY AT,1,2317
HYDROCODONE-HOMATROPINE MBR,6,2296
RELNATE DHA,1,2296
POTASSIUM CHLORIDE-NACL,4,2284
VITAFOL ULTRA,2,2266
HYOSCYAMINE SULFATE ER,3,2264
BELVIQ,1,2250
TEXACORT,1,2233
DIPROLENE AF,1,2214
FLUCONAZOLE IN DEXTROSE,2,2203
MULTIVITAMIN WITH FLUORIDE,13,2178
TRICARE,6,2175
TENCON,4,2172
TERUMO INSULIN SYRINGE,11,2155
HOMATROPAIRE,4,2153
TRIPHROCAPS,7,2136
GYNAZOLE 1,2,2111
MESNEX,1,2104
ZATEAN-PN PLUS,3,2101
BACTRIM DS,1,2070
BUPROBAN,5,2062
LEVSIN,1,2054
CURITY ALCOHOL PREPS,40,2032
