drug_name,num_prescriber,total_cost
ZESTRIL,228,829211.1599999993
ULTRAM,193,828913.46
PEN NEEDLE,2766,825855.3200000008
BUPRENEX,23,825013.3300000001
TAZORAC,104,819297.6800000002
GLYSET,237,813456.8199999997
ARIXTRA,16,811082.84
SOTALOL AF,1986,806881.6100000001
CAPTOPRIL-HYDROCHLOROTHIAZIDE,657,805122.2499999994
CONCERTA,175,802175.8000000003
CORDRAN,114,799878.6200000002
ENTYVIO,12,799802.92
SOLARAZE,21,794336.4900000002
ZYCLARA,38,793944.35
NITRO-DUR,388,792092.8300000002
GEMCITABINE HCL,50,787709.93
CATAPRES-TTS 3,131,786643.9600000001
SYMLINPEN 60,69,783353.0100000001
MIRAPEX,147,782928.33
ATACAND,469,778595.89
ENTOCORT EC,37,770741.8300000001
COMFORT EZ,813,769562.3299999996
DEXAMETHASONE SODIUM PHOSPHATE,1175,768524.2000000001
ZIPSOR,92,764516.0900000001
CEFAZOLIN SODIUM,643,764360.6599999998
HALOPERIDOL LACTATE,1343,759425.3599999985
STAXYN,75,757749.9500000002
PEXEVA,127,756069.6300000002
ISRADIPINE,519,750610.0900000004
PROMETHEGAN,206,749048.8099999999
DEPEN,16,745154.84
HYDROCORTISONE-ACETIC ACID,365,730756.4099999997
AROMASIN,75,730148.9499999998
PHENYTEK,747,728420.360000001
AMILORIDE-HYDROCHLOROTHIAZIDE,2327,723328.7600000013
SIGNIFOR,5,722503.97
STALEVO 100,76,717420.3000000002
BUTALB-ACETAMINOPH-CAFF-CODEIN,142,713142.8800000004
PROTRIPTYLINE HCL,298,710470.0800000002
TOBRAMYCIN SULFATE,264,707416.4599999996
GLUCOPHAGE,457,703459.0499999998
DISOPYRAMIDE PHOSPHATE,643,703404.830000001
FULYZAQ,74,702916.9300000002
PEN NEEDLES,1392,701290.9300000007
ENTRESTO,94,699673.6499999999
PATANASE,151,697804.8500000003
METHYLPHENIDATE HCL CD,260,697437.8799999997
SUCRAID,6,695238.0900000001
CELEXA,222,695198.8799999997
BONIVA,190,692061.9499999996
CLINDAMYCIN-BENZOYL PEROXIDE,148,691976.7799999998
CYTOMEL,482,691414.0599999998
SYNRIBO,8,689686.69
LEVITRA,167,688157.5800000001
MONOJECT INSULIN SYRINGE,1038,686242.7199999997
NOVOTWIST,749,683599.3100000006
ZOSYN,148,682037.3500000003
FIORINAL WITH CODEINE #3,61,680858.8599999999
NALBUPHINE HCL,131,680599.9500000001
DESVENLAFAXINE ER,252,679777.9000000004
ALOSETRON HCL,31,677307.2699999999
VECTIBIX,7,670989.48
ANADROL-50,10,670120.0499999999
ATROPINE SULFATE,1199,669343.2800000001
NATPARA,6,667917.52
MEPERIDINE HCL,704,667249.3900000004
SULFACETAMIDE SODIUM,806,661658.4700000004
TETRACYCLINE HCL,145,658200.92
CODEINE SULFATE,639,654560.08
CYSTARAN,13,652661.8899999999
TWINRIX,132,649458.75
DDAVP,40,649336.7899999998
SOMA,56,649037.2900000002
CHLORDIAZEPOXIDE-AMITRIPTYLINE,588,644508.2600000004
SODIUM PHENYLBUTYRATE,4,643597.1599999999
EPIVIR,270,643194.5199999997
ERYTHROMYCIN-BENZOYL PEROXIDE,304,643021.42
PAMELOR,31,640667.34
ACETYLCYSTEINE,627,636073.7700000005
CARDIZEM LA,320,634109.5399999999
MENEST,810,633797.7099999991
ALTACE,280,632560.3599999996
NIMODIPINE,21,632328.74
ORAP,325,626974.0299999999
INNOPRAN XL,82,624431.09
SANDIMMUNE,86,622215.7799999997
GUANFACINE HCL,3010,621503.1799999996
TRILIPIX,215,621399.3399999996
DISULFIRAM,488,619261.5000000002
AMPICILLIN SODIUM,237,618327.3700000002
METHOXSALEN,15,618013.85
SINEMET 25-100,172,617541.8699999998
MARINOL,21,617390.4999999999
NIZATIDINE,1456,607939.9599999997
MAXALT MLT,99,607814.3200000001
DIPYRIDAMOLE,1598,607316.1799999998
SINGLE USE SWAB,6093,604935.5599999997
MIGERGOT,46,604922.0000000002
KLONOPIN,233,603707.36
ANAFRANIL,20,602049.63
HEPSERA,41,599619.53
CATAPRES-TTS 2,128,598280.48
METHAMPHETAMINE HCL,52,597461.3400000001
NULOJIX,18,596842.62
AFEDITAB CR,1256,591986.8500000001
ZIAGEN,86,589084.7199999999
LITHOBID,109,583696.1600000001
MIMVEY,360,582139.6000000002
PROAIR RESPICLICK,478,577775.3600000002
SUPRAX,130,577497.5500000003
OSMOPREP,149,575382.12
AZTREONAM,56,571609.7300000001
HALOG,37,571423.1
AMIKACIN SULFATE,370,567336.2000000001
FOCALIN XR,113,564040.6700000002
EASY TOUCH,1491,557947.0500000006
LIDOCAINE HCL VISCOUS,2977,547894.5700000001
STALEVO 150,65,541547.27
SORIATANE,32,537483.72
GRISEOFULVIN ULTRAMICROSIZE,96,537023.47
DEXMETHYLPHENIDATE HCL ER,174,535669.4799999999
AMPICILLIN-SULBACTAM,269,534958.1099999998
SAVAYSA,108,532244.5200000001
VITAMIN D2,1675,531487.5499999992
OMNARIS,164,524283.4499999999
RITALIN LA,116,522645.08000000013
PARNATE,34,520183.6
EMBEDA,47,518069.77999999997
FIRMAGON,34,515881.98000000016
SIVEXTRO,8,513284.2899999999
ZETONNA,164,512168.1099999997
RIOMET,136,510113.5500000004
ZYFLO,16,509894.49
CADUET,135,508161.6099999998
PROCARDIA XL,195,508067.24999999994
ISORDIL,48,506273.2000000001
FLUOXETINE DR,251,505654.7500000002
ELIPHOS,147,503672.91000000027
ALTOPREV,75,500847.6699999999
LIPOFEN,176,500739.33
PHENELZINE SULFATE,458,495452.5800000006
PRED MILD,148,490972.4099999999
CEFEPIME,120,489935.38
REQUIP,95,488334.2799999998
DEPO-TESTOSTERONE,567,486909.56999999995
OXACILLIN SODIUM,52,484500.48
NEOMYCIN SULFATE,1104,483230.97999999975
CEFTAZIDIME,216,482481.60000000003
BICILLIN L-A,79,482303.17999999993
PACERONE,432,481108.51999999967
AMOXICILLIN-CLAVULANATE POT ER,251,478466.63000000024
ASTEPRO,174,472499.6599999999
CLICKFINE,1294,465813.11000000045
VECTICAL,140,463926.1399999998
EVOXAC,83,463642.41000000015
STALEVO 200,53,460964.47000000003
FLUTAMIDE,253,454457.80999999994
ACTOPLUS MET XR,66,454441.97
AVALIDE,185,453636.34000000043
TRUEPLUS INSULIN SYRINGE,1294,448009.4199999998
ARCALYST,2,447516.85
MONOJECT INSULIN SAFETY SYRNG,493,447084.97999999975
ACETIC ACID,1009,445145.8900000001
TARKA,207,443842.9299999999
OPANA,25,440359.9700000001
EDLUAR,93,439515.39999999997
ZIDOVUDINE,649,438969.7200000001
HAVRIX,139,435732.06000000023
TRAVASOL,97,435631.79000000015
NALOXONE HCL,80,434087.81
FLURAZEPAM HCL,1337,433028.86000000004
DIPHENHYDRAMINE HCL,780,431909.69999999995
NAPRELAN,35,426916.7399999999
PHOSLYRA,130,425476.76
LORZONE,59,424220.83999999997
ZOFRAN,15,423997.26999999996
NITROLINGUAL,61,423159.93000000005
BINOSTO,100,420712.2800000001
PROGLYCEM,34,420270.99
CRIXIVAN,72,419551.36999999994
IVERMECTIN,515,419394.2199999996
SELENIUM SULFIDE,1238,419147.9500000004
CLONIDINE HCL ER,102,417037.33
FOSAMAX PLUS D,208,414611.74000000017
METHOTREXATE SODIUM,1251,412267.14
CLARINEX,161,411942.33000000013
ZANTAC,83,411811.0100000001
HECTOROL,37,410317.42
AMPICILLIN TRIHYDRATE,2746,410202.25999999995
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410078.6199999999
LAMOTRIGINE ODT,59,409235.83999999997
FML FORTE,173,409030.98
DICLOXACILLIN SODIUM,673,408392.2799999998
RESTORIL,53,408040.8499999999
FIORICET,78,408015.7799999999
EURAX,47,406966.94
COMTAN,48,406226.72
GENVOYA,10,405775.16000000003
TOPIRAMATE ER,52,404649.78
SKELAXIN,61,401445.63000000006
LORAZEPAM INTENSOL,608,399750.8100000001
AXERT,57,399197.68000000005
DIVIGEL,191,397411.5200000002
BETAPACE,46,395156.40999999986
STAVUDINE,279,395152.31999999995
CELONTIN,131,394151.02
PROLEUKIN,3,393612.74000000005
TOLCAPONE,3,393443.54
FLURBIPROFEN,724,393418.62000000034
PROTOPIC,34,393117.46
GLUCOPHAGE XR,277,386866.61999999976
FEMRING,63,379623.27999999997
GRANISETRON HCL,124,378863.84
TYPHIM VI,96,376623.22000000003
RISPERDAL M-TAB,34,376311.2400000001
JINTELI,349,375247.54000000015
FLAVOXATE HCL,355,374706.8199999996
PERINDOPRIL ERBUMINE,672,373431.0400000004
INTUNIV,79,370639.34000000014
PHENADOZ,149,370373.89999999985
PINNACAINE,5,368762.45
FORFIVO XL,94,368681.35999999987
PRAVACHOL,130,368553.98
DECITABINE,3,366787.51
YERVOY,1,362637.93
FOLIC ACID,2355,361914.42000000004
CALAN SR,137,360630.2199999999
GLYXAMBI,43,357994.02999999997
IRINOTECAN HCL,29,353133.06999999995
TOBRADEX ST,101,351012.5700000001
ZEMPLAR,69,349467.74000000005
SULAR,51,349147.54
REMERON,160,348165.39
CILOXAN,111,347905.25
PRENATAL PLUS,1378,346141.47999999975
CEFACLOR,262,345874.87000000005
RITALIN,194,345822.86
OXYCODONE HCL-ASPIRIN,295,344965.85999999987
PHOSPHA 250 NEUTRAL,569,344589.9999999999
ABILIFY DISCMELT,24,344104.57999999996
FLURBIPROFEN SODIUM,436,344084.0999999998
XIGDUO XR,62,343175.2
NUTROPIN AQ,18,339671.5
BUPAP,30,338748.81999999995
NAPHAZOLINE HCL,541,338668.2199999999
COSENTYX (2 SYRINGES),3,334835.72
AMARYL,176,333549.4299999999
CHLORDIAZEPOXIDE HCL,2420,333347.42999999935
SYMBYAX,47,332253.27
TESTRED,2,331079.05
RILUTEK,12,330640.58999999997
ROCALTROL,194,328322.78000000014
METHYLDOPA,1210,323217.31999999995
NUVARING,223,322990.13000000006
NAPROXEN SODIUM CR,11,321095.89
ZONTIVITY,54,320683.38999999996
CORTIFOAM,35,319863.79999999993
RETIN-A,231,318060.2299999999
ANZEMET,5,315802.22000000003
AMOXAPINE,417,315496.93999999994
BECONASE AQ,89,314814.4499999999
RENACIDIN,237,311703.57999999984
SURMONTIL,58,306170.63999999996
PYRIDOSTIGMINE BROMIDE ER,24,305018.76999999996
DEXTROSE 5%-0.45% NACL,854,302015.4099999997
ESTROPIPATE,1052,294287.54999999993
MITOMYCIN,12,293950.52999999997
VIRAMUNE,32,293223.80000000005
DIASTAT ACUDIAL,26,292013.95999999996
CORLANOR,45,291367.64
ZOLMITRIPTAN ODT,155,289757.09
SULFADIAZINE,50,289045.08
MOBIC,73,288314.81999999995
BRISDELLE,126,287673.92000000016
NIFEDIPINE,260,287564.59
ARTHROTEC 75,80,287105.43
CEFOXITIN,64,286414.56
ARAVA,17,285247.08
ROBAXIN,5,282527.71
RASUVO,28,281339.80000000005
REPATHA SURECLICK,12,281083.00999999995
STALEVO 125,36,280587.5399999999
UNIFINE PENTIPS PLUS,617,280320.12
VIOKACE,19,275712.11
BACITRACIN-POLYMYXIN,524,273104.61999999994
SINEMET CR,83,271433.5400000001
TELMISARTAN-AMLODIPINE,146,269526.07
XULANE,197,268195.01
ZANAFLEX,61,267019.38
CONSTULOSE,540,265170.43999999977
LONSURF,3,264844.17000000004
BUTALBITAL-ACETAMINOPHEN,273,264338.02999999985
CLIMARA PRO,135,264276.25999999995
ABELCET,12,262920.31000000006
ERYTHROMYCIN ETHYLSUCCINATE,56,261057.2399999999
HYOSCYAMINE SULFATE,380,258656.02999999977
POLYMYXIN B SULFATE,118,258166.21
PROSCAR,108,257415.62
ATACAND HCT,150,257411.92999999993
DEXMETHYLPHENIDATE HCL,246,257238.98999999996
AMINOCAPROIC ACID,31,253285.19
UNITHROID,330,252381.1000000001
HUMALOG KWIKPEN U-200,17,251780.94
GRANIX,9,251506.13
PROCHLORPERAZINE,143,249647.17999999993
DEMEROL,150,248922.37999999992
CLOBEX,21,247545.1
ORTHO TRI-CYCLEN LO,145,247472.64
ZORBTIVE,1,245515.49
ULTRA COMFORT,860,244938.20999999982
PHOSPHOLINE IODIDE,86,244867.05000000002
GLYBURIDE MICRONIZED,1162,243690.20000000007
INTERMEZZO,69,243623.64000000004
ZOLADEX,14,243363.98000000004
JEVTANA,2,241284.69
BETAPACE AF,34,239431.48999999993
TRILYTE WITH FLAVOR PACKETS,570,239156.25
PYLERA,25,235179.15
DAYTRANA,58,235020.92
ACCUPRIL,152,233584.0200000001
ZERBAXA,14,233253.83000000002
FUSILEV,5,232493.86
TORISEL,3,231374.08
RIMSO-50,21,231276.47999999998
LASIX,437,230938.16000000012
PROMETHAZINE VC,246,230407.89000000007
CUVPOSA,32,228159.66000000003
DESOXYN,15,227521.63999999996
WATER,461,227395.27999999994
PREVIDENT,882,226640.46999999977
IMURAN,49,226555.94
ULTRACET,62,226128.55000000002
AFREZZA,34,224617.46999999997
MOZOBIL,1,223897.81
FIORICET WITH CODEINE,20,223843.48
KENALOG-40,495,223327.23000000027
PREDNISOLONE SODIUM PHOSPHATE,237,223112.05999999982
VENTAVIS,1,221825.67
BUNAVAIL,33,221613.05000000005
MODERIBA,13,221499.61000000002
ADAPALENE,80,221295.04000000007
XEOMIN,6,220717.24
TRIMETHOBENZAMIDE HCL,170,220634.32000000015
DUAVEE,90,220359.74000000002
DERMASILKRX SDS,3,219952.71
LUPRON DEPOT-PED,10,219837.91999999998
SECONAL SODIUM,11,218390.51
CARTEOLOL HCL,511,213585.23000000007
APRACLONIDINE HCL,95,213099.64
NALFON,26,212977.78999999998
INCONTROL PEN NEEDLE,404,212913.1700000001
NITRO-BID,228,212281.71000000008
AMCINONIDE,31,212069.58999999997
FLOMAX,57,211179.00000000003
IXEMPRA,4,210801.39
CATAPRES,69,210503.03999999998
BLEPHAMIDE,69,209245.1199999999
DOVONEX,14,209184.67
AVINZA,28,208749.57
XENICAL,31,208247.45
ADCETRIS,1,208201.73
BLINCYTO,1,206824.08
HUMIRA PEN CROHN'S-UC-HS,2,205782.7
ZESTORETIC,76,205545.78000000006
TINIDAZOLE,64,205338.92
MIMVEY LO,140,203656.43999999997
FLUCYTOSINE,1,203298.4
ALPRAZOLAM ODT,114,203230.12999999998
AVANDIA,39,203117.02000000002
NORPACE CR,33,202557.01999999996
PERTZYE,10,202239.01
NEXIUM I.V.,20,202049.44000000006
CORGARD,87,201556.01
TRIFLURIDINE,103,200757.70000000007
ACTOPLUS MET,32,200474.89
M-M-R II VACCINE,55,200354.22
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870.00000000003
DILANTIN-125,112,197285.61999999994
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645.67
DITROPAN XL,64,195981.49999999994
MAPROTILINE HCL,195,195152.33999999997
DOXY 100,36,194750.47000000003
SPRINTEC,1068,194239.12999999995
CARBAGLU,1,194234.5
ALPRAZOLAM XR,401,193698.88999999987
LORTAB,32,192771.92000000007
ACUVAIL,26,192668.38
DORIBAX,9,191245.2
ZONALON,16,190266.36
PRINIVIL,184,189590.57999999996
ARZERRA,1,189011.04
SOLODYN,15,188789.32000000007
MENOSTAR,80,188239.59000000008
CLARINEX-D 12 HOUR,59,188125.58000000007
XARTEMIS XR,42,187856.98
CARNITOR,42,187643.08000000005
EPIVIR HBV,39,185387.5
EASY COMFORT INSULIN SYRINGE,241,185263.06999999992
BIMATOPROST,37,183266.08999999997
TRANEXAMIC ACID,55,182045.53999999998
ZOFRAN ODT,7,181705.66999999998
FML S.O.P.,88,181324.4
PRUDOXIN,33,181236.41999999998
GLUCOTROL XL,180,180251.16000000003
EASY-TOUCH INSULIN SYRINGE,502,178231.55000000022
PREDNISOLONE,644,178072.04000000004
CHLOROTHIAZIDE,393,177576.5400000002
GABLOFEN,7,176972.35
METHYLPREDNISOLONE SOD SUCC,183,176785.15999999995
TRI-SPRINTEC,1039,176600.73999999993
CHORIONIC GONADOTROPIN,12,175785.71000000002
ASTAGRAF XL,15,175163.18000000002
KENALOG,17,172605.2
LEVOFLOXACIN-D5W,215,172170.08999999997
ELIGARD,15,170838.97999999998
CARBOPLATIN,112,169828.44000000003
COMPRO,109,167059.91
FORTESTA,27,166963.69999999998
TESTOSTERONE ENANTHATE,130,165777.81999999992
FIORINAL,39,165638.09999999998
PREMPHASE,98,164942.4100000001
MARPLAN,25,164467.43000000002
AZELEX,31,163691.31
GANCICLOVIR SODIUM,11,162901.0
ULTRAM ER,41,162828.30000000002
STARLIX,55,162165.80000000002
ZARONTIN,50,161173.41999999993
NIACOR,477,160928.64
GRISEOFULVIN,49,160712.73
ALOCRIL,54,160381.05999999994
SOOLANTRA,34,160315.27999999997
PROZAC WEEKLY,57,159920.33
PROMETRIUM,94,159569.59999999995
LOPREEZA,94,158833.84
ACTIGALL,20,158462.05999999997
PEGASYS PROCLICK,3,158021.63
PRANDIMET,22,157178.19999999998
CLOCORTOLONE PIVALATE,15,156175.16
AMBISOME,10,155654.14
DOXYCYCLINE IR-DR,18,154145.58
PROCTOFOAM-HC,73,154122.00000000006
VIDAZA,2,153736.87
GLEOSTINE,37,153648.54999999996
SEVELAMER CARBONATE,27,153596.16
QUDEXY XR,14,152881.91999999998
PEGINTRON REDIPEN,4,152764.0
TOBREX,70,152277.24
RIMANTADINE HCL,35,152248.02
ACTIVELLA,58,151748.16
NEOMYCIN-POLYMYXIN B,117,150879.80999999997
PROPRANOLOL-HYDROCHLOROTHIAZID,297,150361.5200000001
RHINOCORT AQUA,69,150312.5
CARDURA,97,149616.55000000005
JUNEL FE,567,149333.85000000012
ARTHROTEC 50,41,149255.03000000006
VELETRI,2,148546.14
TYZEKA,13,148361.50000000003
ALORA,140,148201.32999999996
CYCLOPENTOLATE HCL,279,147822.33000000005
STROMECTOL,160,146768.33000000002
GENTAK,298,144918.18999999994
XANAX XR,28,144623.28
FOSAMAX,93,144071.4
NORTREL,540,143667.63999999987
PEGANONE,31,143394.28999999995
CATAPRES-TTS 1,48,143163.57999999996
CASODEX,21,142767.2
DEFEROXAMINE MESYLATE,24,141755.09
CONZIP,25,141601.33000000002
RYTHMOL,24,140991.81
DYAZIDE,202,140713.90000000008
SF 5000 PLUS,1020,139993.68
LITHIUM,241,139163.41999999987
CRYSELLE,497,137492.54999999996
AZASAN,31,137352.62
UROCIT-K,41,137147.81
ELIXOPHYLLIN,55,137003.77
ISONIAZID,918,136707.23
DEPO-PROVERA,19,136624.98
XIAFLEX,2,135834.32
TOFRANIL-PM,9,135643.90999999997
DIAMOX SEQUELS,22,135561.0
MECLOFENAMATE SODIUM,24,134729.28000000003
SEMPREX-D,39,134346.56000000003
TOFRANIL,10,134278.71000000002
AZACTAM,14,133179.03
PACLITAXEL,69,132825.38999999998
FAMVIR,10,132608.98
PREVNAR 13,31,132559.18
NECON,479,131652.33000000005
SOLU-MEDROL,251,131471.04000000007
LITE TOUCH,252,131330.61999999997
ERGOLOID MESYLATES,18,131238.13999999998
PANRETIN,2,130994.76999999999
ESOMEPRAZOLE STRONTIUM,55,130973.46000000002
SIGNIFOR LAR,1,129888.96
FEMHRT,86,129848.88999999997
SULFACETAMIDE-PREDNISOLONE,170,128821.80000000005
TREXALL,50,128820.48000000003
ACZONE,26,128262.77999999998
CLARAVIS,24,128079.22
OCELLA,200,127637.42999999995
BENZONATATE,264,126837.63000000006
NORITATE,7,124022.37
OXSORALEN-ULTRA,2,123876.45999999999
YF-VAX,32,123700.40999999999
METHENAMINE MANDELATE,107,123633.95000000003
STALEVO 75,16,122116.47
LO LOESTRIN FE,90,121663.78999999998
K-SOL,49,120863.64999999998
GILDESS FE,490,120369.34000000004
TRANXENE T-TAB,19,119248.16999999998
MAGELLAN INSULIN SAFETY SYRNG,82,118631.58999999998
EASY TOUCH ALCOHOL PREP PADS,834,118367.82999999989
VFEND,3,117688.76
MICROGESTIN FE,454,117453.15
E.E.S. 400,23,116711.90000000001
STRIVERDI RESPIMAT,48,115905.89000000001
DALVANCE,3,114031.36
URSO FORTE,21,113917.16000000002
ESTRADIOL VALERATE,43,112651.46999999999
TREZIX,22,112382.01000000002
CARDIZEM,11,112316.59999999999
LIORESAL INTRATHECAL,6,111950.05
DIFLUCAN,9,111820.32
GLUCOVANCE,64,111690.17000000003
WELLBUTRIN,38,110467.58999999998
AMPHOTERICIN B,28,110219.07999999997
SONATA,28,110000.04
DOXIL,3,109867.90999999999
TOLMETIN SODIUM,51,109528.16999999997
MILRINONE IN 5% DEXTROSE,11,109412.76999999999
MACRODANTIN,26,108563.25
BICILLIN C-R,13,108410.67000000001
FENOPROFEN CALCIUM,42,108357.81000000001
GAMASTAN S-D,12,108258.80000000002
PEPCID,19,107495.74000000002
MIRVASO,25,107171.21
AMERGE,12,106466.37999999999
AVYCAZ,3,106112.34
XYZAL,75,105534.62
DYSPORT,4,105380.79000000001
ENJUVIA,88,105228.45999999993
GASTROCROM,4,104411.52
EMCYT,6,103212.45
SURE COMFORT ALCOHOL,497,102975.15999999997
TYLENOL-CODEINE NO.4,34,102947.20999999996
MINASTRIN 24 FE,70,102757.34
GALANTAMINE HYDROBROMIDE,31,102391.69000000002
CORTEF,84,102330.81000000003
CETIRIZINE HCL,330,102066.67999999989
DOXORUBICIN HCL LIPOSOME,2,101110.34
INSPRA,32,100367.20999999996
CYANOCOBALAMIN INJECTION,325,99188.62000000002
NARDIL,46,97735.93000000002
PAREGORIC,26,97598.74999999999
BACTROBAN NASAL,40,97291.23999999999
APRI,398,97233.69999999991
CLINIMIX E,13,97215.19
HALAVEN,2,97187.98000000001
VEXOL,50,96959.58000000002
GOLYTELY,226,96895.15
RECTIV,14,96836.74999999999
TETANUS DIPHTHERIA TOXOIDS,128,96709.19000000005
HEXALEN,5,96536.23
TABLOID,10,95871.68
ZIAC,44,95507.43000000001
ACCOLATE,38,94471.87000000002
LACTATED RINGERS,113,94382.12000000001
VEREGEN,3,94315.01
TRINESSA,488,93555.53999999998
STALEVO 50,11,93252.96999999999
PFIZERPEN,34,93207.62000000001
CLEMASTINE FUMARATE,200,92991.03999999995
CYCLAFEM,338,91628.05999999992
METADATE CD,22,90954.41
AKYNZEO,10,90832.54
PROTONIX IV,62,89848.98
TIMOPTIC-XE,35,89114.45000000001
ARISTADA,3,88676.81
TOPICORT,14,88595.08
PENICILLIN G SODIUM,6,88035.20000000001
CARBINOXAMINE MALEATE,126,87731.94000000005
FENOGLIDE,13,87186.39
LOW-OGESTREL,330,86160.00000000004
GIANVI,132,85935.86999999997
ALDACTONE,66,85517.18
ERAXIS (WATER DILUENT),5,85325.19
COARTEM,13,85063.08
PENICILLIN G POTASSIUM,7,84968.77
TRETINOIN MICROSPHERE,17,84308.26000000001
TRI-PREVIFEM,422,83727.08999999991
METHYLPREDNISOLONE ACETATE,178,83512.24000000002
LESCOL,42,83352.06
METHYCLOTHIAZIDE,136,82618.73
VANCOMYCIN,90,82306.27999999997
DEPO-ESTRADIOL,63,82157.31999999999
DENTA 5000 PLUS,639,81796.24000000003
MYCOBUTIN,8,81324.97
NORPRAMIN,25,81278.18
SIRTURO,1,80555.41
VICTRELIS,1,80014.0
AUVI-Q,12,79569.06999999999
XOPENEX,16,79513.58
NORETHINDRONE,343,78966.23000000003
JUNEL,282,78653.95999999999
RESCRIPTOR,17,78310.31
TESTOPEL,6,77778.2
VAQTA,35,77598.35000000002
LYSODREN,9,77512.8
CORTISONE ACETATE,51,77053.83
DOBUTAMINE HCL IN DEXTROSE,25,76768.92999999998
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76651.71999999997
TIAZAC,63,76398.15999999999
CLINIMIX,10,76164.81
BCG (TICE STRAIN),10,75692.18
EVAMIST,40,75668.16
ZENZEDI,13,75516.22
METADATE ER,54,75473.25000000003
INSUPEN,201,75257.45999999996
LORYNA,115,75218.76
MAGELLAN INSULIN SYRINGE,58,74762.09999999998
ZOMIG ZMT,7,74664.18000000001
MIDAZOLAM HCL,232,73412.04
IRESSA,1,73262.85
ELESTRIN,25,72960.97
CLOBETASOL EMULSION,9,72547.37999999999
KLOR-CON M15,134,72320.22
PRIMLEV,4,72308.89
CORTISPORIN,26,72242.08
TWYNSTA,31,72049.63
AEROSPAN,21,71990.92000000001
CAFERGOT,13,71599.16
MATULANE,3,71305.88
URSO,17,71167.23999999999
METROGEL,11,71069.61
ULTRESA,2,69799.05
ERYTHROCIN LACTOBIONATE,3,69795.32
BUTISOL SODIUM,24,69254.0
VANISHPOINT,41,68851.86000000002
ACETIC ACID-ALUMINUM,54,68322.83
PRALUENT PEN,4,68066.54000000001
MYOBLOC,4,67145.65
VIBRAMYCIN,30,67036.76999999999
BLEPHAMIDE S.O.P.,36,66711.13
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.56999999999
ARNUITY ELLIPTA,21,65326.84999999999
TRUSOPT,53,65129.469999999994
ALCOHOL SWABS,1190,65122.84999999996
DUETACT,11,64786.48999999999
AGRYLIN,7,64727.939999999995
EPINEPHRINE,25,63749.34
QUILLIVANT XR,12,63468.92
VERELAN,19,62946.30999999999
HALDOL DECANOATE 100,17,62672.11000000001
CIPRO HC,18,62573.82
LOMOTIL,24,62216.25
PRAMOSONE,20,62186.740000000005
SOLU-CORTEF,63,62027.36
TOBI,1,61770.5
NADOLOL-BENDROFLUMETHIAZIDE,43,60983.03000000001
INDOCIN,8,60906.39
ALTABAX,14,60816.14999999999
AMNESTEEM,17,60812.35999999999
DEXTROSE 5%-0.9% NACL,129,60425.65000000001
VUSION,7,60313.8
ADALAT CC,66,60244.53
MENACTRA,19,59781.14
BIAXIN,11,59698.02
DETROL,21,59587.170000000006
DEMADEX,29,59490.01999999998
CEFTIN,6,59183.630000000005
FOSCAVIR,1,59130.22
MAXZIDE,45,58937.500000000015
VERELAN PM,22,58714.659999999996
VARIVAX VACCINE,9,58543.149999999994
BACTROBAN,17,58499.84999999999
AVIANE,272,58351.380000000005
VASERETIC,12,58327.17999999999
SAFETYGLIDE INSULIN SYRINGE,80,58123.36999999998
ZARAH,87,57542.02
TIMOPTIC,27,57231.68999999999
DERMACINRX SILAPAK,1,57005.19
DASETTA,221,56606.669999999984
DEPACON,1,55314.48
LINDANE,23,55307.37
ADVOCATE SYRINGES,98,55211.95000000003
PREPLUS,267,55041.60999999998
MONONESSA,276,54692.29000000004
GILDESS,196,54686.22000000004
CRESEMBA,1,54549.03
ORSYTHIA,247,53854.10999999998
PEGINTRON,2,53798.810000000005
MEFLOQUINE HCL,57,53716.76000000001
TYBOST,19,53135.490000000005
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52520.5
TRI-LINYAH,291,52131.110000000015
LUZU,3,51944.219999999994
MILLIPRED,19,51736.590000000004
ERTACZO,6,51523.47
OLEPTRO ER,32,51429.399999999994
SOLTAMOX,6,51223.34
MENTAX,21,51037.450000000004
TIGAN,18,50923.1
TROPICAMIDE,87,50688.24999999999
DUTOPROL,28,50477.78000000001
SYNERCID,2,50457.11
ETIDRONATE DISODIUM,13,50349.06
SALICYLIC ACID,20,50214.100000000006
MICROGESTIN,190,49902.57000000002
LEVORA-28,204,49774.510000000024
PROPANTHELINE BROMIDE,61,49539.950000000004
VESTURA,78,49400.689999999995
ZITHROMAX,8,49066.450000000004
PHENOBARBITAL SODIUM,4,48869.64
SYEDA,80,47796.88
HALCION,23,47233.979999999996
CARDURA XL,35,46935.58
PREDNICARBATE,30,46705.14000000001
TRIGLIDE,16,46301.009999999995
VANTAS,1,45810.32
GLUCOTROL,35,45246.99
PREFEST,33,45030.770000000004
IOPIDINE,10,44959.94
SINEMET 25-250,20,44503.03
ULTRA-THIN II,93,44487.62
TENIVAC,44,44237.83
DAYPRO,13,44062.82
AZURETTE,115,43610.70999999998
DUTASTERIDE-TAMSULOSIN,10,43595.04
ALDACTAZIDE,42,43486.619999999995
